Type,Date,Fuseau horaire,Montant reçu,Monnaie ou jeton reçu,Montant envoyé,Monnaie ou jeton envoyé,Frais,Monnaie ou jeton des frais,Exchange / Plateforme,Description,Label,Prix du jeton du montant envoyé,Prix du jeton du montant recu,Prix du jeton des frais,Adresse,Transaction hash,ID Externe
Dépôt,29/05/2021 07:52:18,GMT,0.00276587,LTC,,,0.000067,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,138.8390725,138.8390725,,,
Dépôt,29/05/2021 07:52:22,GMT,0.0032088,ETH,,,0.000049,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1931.221968,1931.221968,,,
Dépôt,30/05/2021 07:17:43,GMT,0.0198238,UNI,,,0.000483,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,20.33299326,20.33299326,,,
Dépôt,30/05/2021 07:19:36,GMT,1.2756722,XLM,,,0.031087,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.307778692,0.307778692,,,
Dépôt,30/05/2021 07:20:11,GMT,0.927104,ADA,,,0.015062,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.271145175,1.271145175,,,
Dépôt,30/05/2021 07:29:28,GMT,0.56786,XRP,,,0.013838,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.719426112,0.719426112,,,
Dépôt,30/05/2021 07:33:15,GMT,0.0002787,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,29040.889,29040.889,,,
Dépôt,30/05/2021 07:39:16,GMT,0.00073119,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,542.1746443,542.1746443,,,
Dépôt,30/05/2021 07:47:54,GMT,0.00283564,LTC,,,0.000069,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,139.4654878,139.4654878,,,
Dépôt,30/05/2021 07:47:58,GMT,0.0032624,ETH,,,0.00005,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1942.829138,1942.829138,,,
Dépôt,31/05/2021 07:29:11,GMT,0.01965509,UNI,,,0.000479,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.10976297,22.10976297,,,
Dépôt,31/05/2021 07:31:31,GMT,1.2713903,XLM,,,0.031008,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.320180315,0.320180315,,,
Dépôt,31/05/2021 07:32:10,GMT,0.923872,ADA,,,0.015021,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.353650022,1.353650022,,,
Dépôt,31/05/2021 07:43:01,GMT,0.49861,XRP,,,0.012162,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.803671834,0.803671834,,,
Dépôt,31/05/2021 07:48:08,GMT,0.0002788,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,29887.51911,29887.51911,,,
Dépôt,31/05/2021 07:56:01,GMT,0.00074197,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,560.0682624,560.0682624,,,
Dépôt,31/05/2021 08:06:29,GMT,0.00287619,LTC,,,0.00007,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,147.0549544,147.0549544,,,
Dépôt,31/05/2021 08:06:34,GMT,0.0032788,ETH,,,0.00005,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2091.003128,2091.003128,,,
Dépôt,31/05/2021 08:53:53,GMT,1.233937,ADA,,,0.015044,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.353650022,1.353650022,,,
Dépôt,01/06/2021 07:19:28,GMT,0.01831093,UNI,,,0.000448,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.50089757,22.50089757,,,
Dépôt,01/06/2021 07:21:28,GMT,1.2475505,XLM,,,0.030509,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.339297278,0.339297278,,,
Dépôt,01/06/2021 07:30:12,GMT,1.163073,ADA,,,0.014228,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.415199079,1.415199079,,,
Dépôt,01/06/2021 07:32:24,GMT,0.477713,XRP,,,0.011689,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.835752166,0.835752166,,,
Dépôt,01/06/2021 07:36:42,GMT,0.0002723,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30058.91908,30058.91908,,,
Dépôt,01/06/2021 07:43:39,GMT,0.00071964,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,566.1232536,566.1232536,,,
Dépôt,01/06/2021 07:53:03,GMT,0.0027284,LTC,,,0.000067,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,149.9053091,149.9053091,,,
Dépôt,01/06/2021 07:53:06,GMT,0.00302112,ETH,,,0.000046,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2155.161695,2155.161695,,,
Dépôt,02/06/2021 07:18:54,GMT,0.01800545,UNI,,,0.00044,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.66556208,22.66556208,,,
Dépôt,02/06/2021 07:20:43,GMT,1.1845321,XLM,,,0.028911,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.345126313,0.345126313,,,
Dépôt,02/06/2021 07:28:17,GMT,1.120804,ADA,,,0.013678,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.439843057,1.439843057,,,
Dépôt,02/06/2021 07:30:26,GMT,0.487545,XRP,,,0.011899,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.835711477,0.835711477,,,
Dépôt,02/06/2021 07:34:07,GMT,0.000268,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30568.18493,30568.18493,,,
Dépôt,02/06/2021 07:39:37,GMT,0.00071688,BCH,,,0.000017,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,570.5714461,570.5714461,,,
Dépôt,02/06/2021 07:46:48,GMT,0.00268562,LTC,,,0.000066,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,152.0685912,152.0685912,,,
Dépôt,02/06/2021 07:46:52,GMT,0.0029512,ETH,,,0.000045,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2207.639619,2207.639619,,,
Dépôt,03/06/2021 07:13:15,GMT,0.01734405,UNI,,,0.000423,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,23.24032391,23.24032391,,,
Dépôt,03/06/2021 07:14:55,GMT,1.1779613,XLM,,,0.028703,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.348231582,0.348231582,,,
Dépôt,03/06/2021 07:21:40,GMT,1.125713,ADA,,,0.013715,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.491221776,1.491221776,,,
Dépôt,03/06/2021 07:23:29,GMT,0.483501,XRP,,,0.011781,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.852120991,0.852120991,,,
Dépôt,03/06/2021 07:26:54,GMT,0.0002587,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,31719.33541,31719.33541,,,
Dépôt,03/06/2021 07:32:49,GMT,0.00070066,BCH,,,0.000017,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,585.2485275,585.2485275,,,
Dépôt,03/06/2021 07:41:30,GMT,0.00261654,LTC,,,0.000064,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,156.8861942,156.8861942,,,
Dépôt,03/06/2021 07:41:33,GMT,0.002828,ETH,,,0.000043,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2301.845354,2301.845354,,,
Dépôt,04/06/2021 07:18:28,GMT,0.01813275,LINK,,,0.000439,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,24.51637911,24.51637911,,,
Dépôt,04/06/2021 07:20:10,GMT,0.01948941,UNI,,,0.000472,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.38999678,22.38999678,,,
Dépôt,04/06/2021 07:22:33,GMT,1.3248168,XLM,,,0.032083,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.327072204,0.327072204,,,
Dépôt,04/06/2021 07:27:08,GMT,0.31805889,MATIC,,,0.007701,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.389084521,1.389084521,,,
Dépôt,04/06/2021 07:32:02,GMT,1.216139,ADA,,,0.014724,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.434829219,1.434829219,,,
Dépôt,04/06/2021 07:34:28,GMT,0.529604,XRP,,,0.012826,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.813503522,0.813503522,,,
Dépôt,04/06/2021 07:39:47,GMT,0.0002724,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30855.81615,30855.81615,,,
Dépôt,04/06/2021 07:47:34,GMT,0.00075429,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,562.4526709,562.4526709,,,
Dépôt,04/06/2021 07:48:17,GMT,0.07052032,LINK,,,0.000854,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,24.51637911,24.51637911,,,
Dépôt,04/06/2021 07:56:23,GMT,1.24057448,MATIC,,,0.015027,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.389084521,1.389084521,,,
Dépôt,04/06/2021 07:59:01,GMT,0.0028826,LTC,,,0.00007,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,149.9448088,149.9448088,,,
Dépôt,04/06/2021 07:59:06,GMT,0.003052,ETH,,,0.000046,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2243.912172,2243.912172,,,
Dépôt,05/06/2021 07:15:47,GMT,0.0166811,LINK,,,0.000406,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,22.88972835,22.88972835,,,
Dépôt,05/06/2021 07:17:10,GMT,0.01810091,UNI,,,0.00044,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,21.32266675,21.32266675,,,
Dépôt,05/06/2021 07:19:04,GMT,1.2400546,XLM,,,0.030164,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.313307239,0.313307239,,,
Dépôt,05/06/2021 07:22:47,GMT,0.29575541,MATIC,,,0.007194,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.296898854,1.296898854,,,
Dépôt,05/06/2021 07:27:01,GMT,1.122752,ADA,,,0.013655,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.386511934,1.386511934,,,
Dépôt,05/06/2021 07:28:54,GMT,0.50136,XRP,,,0.012195,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.776380973,0.776380973,,,
Dépôt,05/06/2021 07:32:45,GMT,0.0002642,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,29761.27351,29761.27351,,,
Dépôt,05/06/2021 07:38:21,GMT,0.00072818,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,542.0121559,542.0121559,,,
Dépôt,05/06/2021 07:38:55,GMT,0.06692764,LINK,,,0.000814,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,22.88972835,22.88972835,,,
Dépôt,05/06/2021 07:44:04,GMT,1.18142128,MATIC,,,0.014369,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.296898854,1.296898854,,,
Dépôt,05/06/2021 07:45:31,GMT,0.00272159,LTC,,,0.000066,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,144.2944991,144.2944991,,,
Dépôt,05/06/2021 07:45:34,GMT,0.00286408,ETH,,,0.000044,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2185.785767,2185.785767,,,
Dépôt,06/06/2021 07:17:44,GMT,0.01810399,LINK,,,0.00044,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,22.4799171,22.4799171,,,
Dépôt,06/06/2021 07:18:58,GMT,0.01923612,UNI,,,0.000468,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,21.19596857,21.19596857,,,
Dépôt,06/06/2021 07:20:41,GMT,1.3058568,XLM,,,0.031765,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.312201485,0.312201485,,,
Dépôt,06/06/2021 07:23:44,GMT,0.32061296,MATIC,,,0.007799,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.277485322,1.277485322,,,
Dépôt,06/06/2021 07:27:13,GMT,1.181483,ADA,,,0.014369,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.374171398,1.374171398,,,
Dépôt,06/06/2021 07:28:56,GMT,0.532618,XRP,,,0.012955,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.768725111,0.768725111,,,
Dépôt,06/06/2021 07:32:24,GMT,0.0002779,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,29434.85999,29434.85999,,,
Dépôt,06/06/2021 07:37:22,GMT,0.00075206,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,537.4389249,537.4389249,,,
Dépôt,06/06/2021 07:37:55,GMT,0.0721044,LINK,,,0.000877,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,22.4799171,22.4799171,,,
Dépôt,06/06/2021 07:42:35,GMT,1.27901126,MATIC,,,0.015556,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.277485322,1.277485322,,,
Dépôt,06/06/2021 07:43:49,GMT,0.00278986,LTC,,,0.000068,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,144.1560362,144.1560362,,,
Dépôt,06/06/2021 07:43:52,GMT,0.00296984,ETH,,,0.000045,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2205.866601,2205.866601,,,
Dépôt,07/06/2021 07:15:06,GMT,0.0180164,LINK,,,0.000438,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,21.71866932,21.71866932,,,
Dépôt,07/06/2021 07:16:43,GMT,0.01910551,UNI,,,0.000464,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,20.88808165,20.88808165,,,
Dépôt,07/06/2021 07:18:51,GMT,1.3091248,XLM,,,0.031795,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.302928459,0.302928459,,,
Dépôt,07/06/2021 07:23:02,GMT,0.30018338,MATIC,,,0.007293,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.291846611,1.291846611,,,
Dépôt,07/06/2021 07:27:49,GMT,1.173132,ADA,,,0.014259,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.352830855,1.352830855,,,
Dépôt,07/06/2021 07:30:21,GMT,0.523153,XRP,,,0.012716,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.750834586,0.750834586,,,
Dépôt,07/06/2021 07:34:53,GMT,0.0002765,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,28838.78489,28838.78489,,,
Dépôt,07/06/2021 07:41:30,GMT,0.00075666,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,521.0743686,521.0743686,,,
Dépôt,07/06/2021 07:42:07,GMT,0.0717599,LINK,,,0.000873,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,21.71866932,21.71866932,,,
Dépôt,07/06/2021 07:48:32,GMT,1.1927268,MATIC,,,0.014507,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.291846611,1.291846611,,,
Dépôt,07/06/2021 07:50:18,GMT,0.00280458,LTC,,,0.000068,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,141.0107815,141.0107815,,,
Dépôt,07/06/2021 07:50:22,GMT,0.0028916,ETH,,,0.000044,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2211.57815,2211.57815,,,
Dépôt,08/06/2021 07:15:09,GMT,0.02095276,LINK,,,0.00051,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,19.67095599,19.67095599,,,
Dépôt,08/06/2021 07:16:34,GMT,0.02127762,UNI,,,0.000518,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,19.23232352,19.23232352,,,
Dépôt,08/06/2021 07:18:35,GMT,1.480573,XLM,,,0.036036,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.281429051,0.281429051,,,
Dépôt,08/06/2021 07:22:23,GMT,0.35243742,MATIC,,,0.008574,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.190735155,1.190735155,,,
Dépôt,08/06/2021 07:26:35,GMT,1.301492,ADA,,,0.015832,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.267139442,1.267139442,,,
Dépôt,08/06/2021 07:28:42,GMT,0.577211,XRP,,,0.014044,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.703816514,0.703816514,,,
Dépôt,08/06/2021 07:32:46,GMT,0.0003017,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,27154.10707,27154.10707,,,
Dépôt,08/06/2021 07:39:07,GMT,0.00085426,BCH,,,0.000021,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,482.8608775,482.8608775,,,
Dépôt,08/06/2021 07:39:45,GMT,0.08300724,LINK,,,0.00101,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,19.67095599,19.67095599,,,
Dépôt,08/06/2021 07:46:17,GMT,1.3840252,MATIC,,,0.016845,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.190735155,1.190735155,,,
Dépôt,08/06/2021 07:48:23,GMT,0.00315747,LTC,,,0.000077,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,130.539892,130.539892,,,
Dépôt,08/06/2021 07:48:27,GMT,0.0031736,ETH,,,0.000048,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2062.483359,2062.483359,,,
Dépôt,09/06/2021 07:15:10,GMT,0.02069204,LINK,,,0.000504,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,20.27002059,20.27002059,,,
Dépôt,09/06/2021 07:16:54,GMT,0.02090376,UNI,,,0.000509,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,19.99761905,19.99761905,,,
Dépôt,09/06/2021 07:18:55,GMT,1.4445031,XLM,,,0.035175,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.290084975,0.290084975,,,
Dépôt,09/06/2021 07:22:31,GMT,0.34402784,MATIC,,,0.00838,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.211983598,1.211983598,,,
Dépôt,09/06/2021 07:26:43,GMT,1.280753,ADA,,,0.015596,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.307130242,1.307130242,,,
Dépôt,09/06/2021 07:29:02,GMT,0.576432,XRP,,,0.014042,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.729118525,0.729118525,,,
Dépôt,09/06/2021 07:33:53,GMT,0.000292,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,29182.48611,29182.48611,,,
Dépôt,09/06/2021 07:40:53,GMT,0.00084051,BCH,,,0.00002,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,503.3307918,503.3307918,,,
Dépôt,09/06/2021 07:41:31,GMT,0.08336278,LINK,,,0.001015,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,20.27002059,20.27002059,,,
Dépôt,09/06/2021 07:47:58,GMT,1.37091766,MATIC,,,0.016694,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.211983598,1.211983598,,,
Dépôt,09/06/2021 07:49:46,GMT,0.00310556,LTC,,,0.000076,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,136.4331593,136.4331593,,,
Dépôt,09/06/2021 07:49:50,GMT,0.00316768,ETH,,,0.000048,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2102.486274,2102.486274,,,
Dépôt,10/06/2021 07:11:17,GMT,0.0203524,LINK,,,0.000495,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,19.78727029,19.78727029,,,
Dépôt,10/06/2021 07:12:38,GMT,0.02036066,UNI,,,0.000495,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,19.89321523,19.89321523,,,
Dépôt,10/06/2021 07:14:21,GMT,1.4070271,XLM,,,0.034242,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.286056014,0.286056014,,,
Dépôt,10/06/2021 07:17:34,GMT,0.34355607,MATIC,,,0.008359,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.168827248,1.168827248,,,
Dépôt,10/06/2021 07:20:59,GMT,1.268486,ADA,,,0.01543,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.286369347,1.286369347,,,
Dépôt,10/06/2021 07:22:51,GMT,0.560859,XRP,,,0.013645,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.725987125,0.725987125,,,
Dépôt,10/06/2021 07:26:18,GMT,0.0002715,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30442.87139,30442.87139,,,
Dépôt,10/06/2021 07:31:18,GMT,0.0008107,BCH,,,0.00002,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,504.8372878,504.8372878,,,
Dépôt,10/06/2021 07:31:47,GMT,0.08156256,LINK,,,0.000992,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,19.78727029,19.78727029,,,
Dépôt,10/06/2021 07:36:23,GMT,1.38489586,MATIC,,,0.016832,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.168827248,1.168827248,,,
Dépôt,10/06/2021 07:37:50,GMT,0.00296639,LTC,,,0.000072,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,138.8595674,138.8595674,,,
Dépôt,10/06/2021 07:37:53,GMT,0.00314448,ETH,,,0.000048,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2078.326189,2078.326189,,,
Dépôt,11/06/2021 07:20:04,GMT,0.02204298,LINK,,,0.000537,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,18.38689362,18.38689362,,,
Dépôt,11/06/2021 07:21:22,GMT,0.02191358,UNI,,,0.000534,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,18.64152569,18.64152569,,,
Dépôt,11/06/2021 07:22:56,GMT,1.4924528,XLM,,,0.036365,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.271842594,0.271842594,,,
Dépôt,11/06/2021 07:25:58,GMT,0.37463732,MATIC,,,0.009129,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.084623572,1.084623572,,,
Dépôt,11/06/2021 07:29:08,GMT,1.327703,ADA,,,0.01617,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.223778575,1.223778575,,,
Dépôt,11/06/2021 07:30:50,GMT,0.578882,XRP,,,0.014096,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.708490482,0.708490482,,,
Dépôt,11/06/2021 07:34:10,GMT,0.0002691,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30569.78599,30569.78599,,,
Dépôt,11/06/2021 07:39:13,GMT,0.00083033,BCH,,,0.00002,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,487.1710733,487.1710733,,,
Dépôt,11/06/2021 07:39:42,GMT,0.0876889,LINK,,,0.001068,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,18.38689362,18.38689362,,,
Dépôt,11/06/2021 07:44:23,GMT,1.4945048,MATIC,,,0.018203,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.084623572,1.084623572,,,
Dépôt,11/06/2021 07:45:36,GMT,0.0029176,LTC,,,0.000071,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,137.0724968,137.0724968,,,
Dépôt,11/06/2021 07:45:39,GMT,0.00327208,ETH,,,0.00005,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1994.770252,1994.770252,,,
Dépôt,12/06/2021 07:16:36,GMT,0.02430896,LINK,,,0.000588,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,17.77053507,17.77053507,,,
Dépôt,12/06/2021 07:17:44,GMT,0.02419268,UNI,,,0.000586,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,17.84291536,17.84291536,,,
Dépôt,12/06/2021 07:19:14,GMT,1.5967538,XLM,,,0.038656,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.268790754,0.268790754,,,
Dépôt,12/06/2021 07:21:54,GMT,0.41040536,MATIC,,,0.009935,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.069863221,1.069863221,,,
Dépôt,12/06/2021 07:24:42,GMT,1.429831,ADA,,,0.017307,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.20167448,1.20167448,,,
Dépôt,12/06/2021 07:26:10,GMT,0.609675,XRP,,,0.014759,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.69038236,0.69038236,,,
Dépôt,12/06/2021 07:29:01,GMT,0.0002824,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,29806.24855,29806.24855,,,
Dépôt,12/06/2021 07:33:02,GMT,0.00089621,BCH,,,0.000022,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,476.8330989,476.8330989,,,
Dépôt,12/06/2021 07:33:26,GMT,0.0974584,LINK,,,0.00118,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,17.77053507,17.77053507,,,
Dépôt,12/06/2021 07:37:18,GMT,1.6291514,MATIC,,,0.01972,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.069863221,1.069863221,,,
Dépôt,12/06/2021 07:38:29,GMT,0.00316354,LTC,,,0.000077,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,133.4797469,133.4797469,,,
Dépôt,12/06/2021 07:38:31,GMT,0.00344256,ETH,,,0.000052,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1962.293067,1962.293067,,,
Dépôt,13/06/2021 07:16:40,GMT,0.0237939,LINK,,,0.000576,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,18.34652269,18.34652269,,,
Dépôt,13/06/2021 07:17:45,GMT,0.02395748,UNI,,,0.00058,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,18.31361501,18.31361501,,,
Dépôt,13/06/2021 07:19:09,GMT,1.5838588,XLM,,,0.038343,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.275100083,0.275100083,,,
Dépôt,13/06/2021 07:21:44,GMT,0.3639062,MATIC,,,0.00881,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.153017349,1.153017349,,,
Dépôt,13/06/2021 07:24:29,GMT,1.386584,ADA,,,0.016783,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.238417021,1.238417021,,,
Dépôt,13/06/2021 07:25:54,GMT,0.60569,XRP,,,0.014663,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.705492852,0.705492852,,,
Dépôt,13/06/2021 07:28:43,GMT,0.0002826,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30718.03831,30718.03831,,,
Dépôt,13/06/2021 07:32:39,GMT,0.00088321,BCH,,,0.000021,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,487.8076537,487.8076537,,,
Dépôt,13/06/2021 07:33:05,GMT,0.0955798,LINK,,,0.001157,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,18.34652269,18.34652269,,,
Dépôt,13/06/2021 07:36:59,GMT,1.4607955,MATIC,,,0.017682,MATIC,Revolut - account-statement.csv,Exchanged to SOL,,,1.153017349,1.153017349,,,
Dépôt,13/06/2021 07:38:07,GMT,0.00314584,LTC,,,0.000076,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,136.4162615,136.4162615,,,
Dépôt,13/06/2021 07:38:10,GMT,0.00342688,ETH,,,0.000052,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2004.737819,2004.737819,,,
Dépôt,14/06/2021 07:16:47,GMT,0.02134446,LINK,,,0.000517,LINK,Revolut - account-statement.csv,Exchanged to SOL,,,19.92008437,19.92008437,,,
