Symbol,Type,Quantity,Price,Value,Fees,Date
BTC,Buy,0.00038239,"€26,150.91",€10.00,€0.30,"Jan 21, 2021, 1:18:46 PM"
BCH,Buy,0.01398657,€357.49,€5.00,€0.14,"Jan 22, 2021, 1:03:08 PM"
LTC,Buy,0.04352193,€114.88,€5.00,€0.14,"Jan 22, 2021, 1:14:10 PM"
ETH,Buy,0.0050169,€996.63,€5.00,€0.14,"Jan 22, 2021, 1:21:06 PM"
BTC,Buy,0.00038407,"€26,036.82",€10.00,€0.30,"Jan 22, 2021, 1:21:23 PM"
BCH,Buy,0.01431546,€349.27,€5.00,€0.14,"Jan 23, 2021, 1:01:34 PM"
LTC,Buy,0.04424144,€113.02,€5.00,€0.14,"Jan 23, 2021, 1:12:15 PM"
ETH,Buy,0.0049506,"€1,009.98",€5.00,€0.14,"Jan 23, 2021, 1:18:40 PM"
BTC,Buy,0.00038198,"€26,179.04",€10.00,€0.30,"Jan 23, 2021, 1:18:57 PM"
BCH,Buy,0.01354851,€369.04,€5.00,€0.14,"Jan 24, 2021, 1:01:19 PM"
LTC,Buy,0.04318435,€115.78,€5.00,€0.14,"Jan 24, 2021, 1:10:53 PM"
ETH,Buy,0.00457166,"€1,093.69",€5.00,€0.14,"Jan 24, 2021, 1:17:01 PM"
BTC,Buy,0.00037334,"€26,784.66",€10.00,€0.30,"Jan 24, 2021, 1:17:16 PM"
BCH,Buy,0.01347493,€371.06,€5.00,€0.14,"Jan 25, 2021, 1:02:02 PM"
LTC,Buy,0.04240978,€117.90,€5.00,€0.14,"Jan 25, 2021, 1:16:44 PM"
ETH,Buy,0.004251,"€1,176.19",€5.00,€0.14,"Jan 25, 2021, 1:27:16 PM"
BTC,Buy,0.00036218,"€27,610.29",€10.00,€0.30,"Jan 25, 2021, 1:27:45 PM"
BCH,Buy,0.01406294,€355.54,€5.00,€0.14,"Jan 26, 2021, 1:01:22 PM"
LTC,Buy,0.04523681,€110.53,€5.00,€0.14,"Jan 26, 2021, 1:42:29 PM"
ETH,Buy,0.00470402,"€1,062.92",€5.00,€0.14,"Jan 26, 2021, 2:38:58 PM"
BTC,Buy,0.00038419,"€26,028.79",€10.00,€0.30,"Jan 26, 2021, 2:41:49 PM"
BCH,Buy,0.01543384,€323.96,€5.00,€0.15,"Jan 27, 2021, 1:02:05 PM"
LTC,Buy,0.048858,€102.34,€5.00,€0.15,"Jan 27, 2021, 1:14:44 PM"
ETH,Buy,0.00481928,"€1,037.50",€5.00,€0.15,"Jan 27, 2021, 1:23:31 PM"
BTC,Buy,0.00039779,"€25,138.43",€10.00,€0.29,"Jan 27, 2021, 5:00:18 PM"
BCH,Buy,0.01533425,€326.07,€5.00,€0.07,"Jan 28, 2021, 1:02:49 PM"
LTC,Buy,0.04623884,€108.13,€5.00,€0.07,"Jan 28, 2021, 1:15:33 PM"
ETH,Buy,0.00459191,"€1,088.87",€5.00,€0.07,"Jan 28, 2021, 1:24:13 PM"
BTC,Buy,0.00038262,"€26,135.59",€10.00,€0.14,"Jan 28, 2021, 1:24:36 PM"
BCH,Buy,0.01261955,$396.21,$5.00,$0.07,"Jan 28, 2021, 1:37:08 PM"
BTC,Buy,0.0001583,"$31,585.60",$5.00,$0.07,"Jan 28, 2021, 1:37:32 PM"
LTC,Buy,0.03832185,$130.47,$5.00,$0.07,"Jan 28, 2021, 1:38:59 PM"
ETH,Buy,0.0037863,"$1,320.55",$5.00,$0.07,"Jan 28, 2021, 1:39:24 PM"
LTC,Buy,0.035142,$142.28,$5.00,$0.07,"Jan 29, 2021, 1:04:16 PM"
BTC,Buy,0.0002707,"$36,941.26",$10.00,$0.14,"Jan 29, 2021, 1:06:24 PM"
BCH,Buy,0.01177925,$424.48,$5.00,$0.07,"Jan 29, 2021, 1:08:27 PM"
ETH,Buy,0.00352745,"$1,417.45",$5.00,$0.07,"Jan 29, 2021, 1:09:47 PM"
LTC,Buy,0.0384362,$130.09,$5.00,$0.07,"Jan 30, 2021, 1:03:55 PM"
BTC,Buy,0.0002966,"$33,715.44",$10.00,$0.14,"Jan 30, 2021, 1:05:19 PM"
BCH,Buy,0.01248915,$400.35,$5.00,$0.07,"Jan 30, 2021, 1:06:05 PM"
ETH,Buy,0.00373005,"$1,340.46",$5.00,$0.07,"Jan 30, 2021, 1:07:00 PM"
LTC,Buy,0.0381406,$131.09,$5.00,$0.07,"Jan 31, 2021, 1:03:30 PM"
BTC,Buy,0.0002986,"$33,489.62",$10.00,$0.14,"Jan 31, 2021, 1:04:47 PM"
BCH,Buy,0.0122187,$409.21,$5.00,$0.07,"Jan 31, 2021, 1:05:26 PM"
ETH,Buy,0.00369925,"$1,351.63",$5.00,$0.07,"Jan 31, 2021, 1:06:12 PM"
LTC,Buy,0.03699545,$135.15,$5.00,$0.07,"Feb 1, 2021, 1:10:54 PM"
BTC,Buy,0.0002914,"$34,317.09",$10.00,$0.14,"Feb 1, 2021, 1:13:34 PM"
BCH,Buy,0.0116988,$427.39,$5.00,$0.07,"Feb 1, 2021, 1:14:46 PM"
ETH,Buy,0.0037367,"$1,338.08",$5.00,$0.07,"Feb 1, 2021, 1:16:54 PM"
LTC,Buy,0.035823,$139.58,$5.00,$0.07,"Feb 2, 2021, 1:09:25 PM"
BTC,Buy,0.000286,"$34,965.03",$10.00,$0.14,"Feb 2, 2021, 1:10:53 PM"
BCH,Buy,0.01181475,$423.20,$5.00,$0.07,"Feb 2, 2021, 1:11:38 PM"
ETH,Buy,0.0035134,"$1,423.12",$5.00,$0.07,"Feb 2, 2021, 1:12:35 PM"
LTC,Buy,0.032723,$152.80,$5.00,$0.07,"Feb 3, 2021, 9:05:03 PM"
BTC,Buy,0.0002712,"$36,873.16",$10.00,$0.14,"Feb 3, 2021, 9:07:07 PM"
BCH,Buy,0.01130305,$442.36,$5.00,$0.07,"Feb 3, 2021, 9:08:05 PM"
ETH,Buy,0.00308385,"$1,621.35",$5.00,$0.07,"Feb 3, 2021, 9:09:17 PM"
LTC,Buy,0.03385965,$147.67,$5.00,$0.07,"Feb 4, 2021, 1:04:30 PM"
BTC,Buy,0.0002665,"$37,523.45",$10.00,$0.15,"Feb 4, 2021, 1:06:11 PM"
BCH,Buy,0.0116855,$427.88,$5.00,$0.07,"Feb 4, 2021, 1:06:58 PM"
ETH,Buy,0.0030723,"$1,627.45",$5.00,$0.07,"Feb 4, 2021, 1:08:01 PM"
LTC,Buy,0.0323186,$154.71,$5.00,$0.07,"Feb 5, 2021, 1:05:01 PM"
BTC,Buy,0.0002657,"$37,636.43",$10.00,$0.15,"Feb 5, 2021, 1:06:59 PM"
BCH,Buy,0.0113969,$438.72,$5.00,$0.07,"Feb 5, 2021, 1:07:50 PM"
ETH,Buy,0.0030016,"$1,665.78",$5.00,$0.07,"Feb 5, 2021, 1:09:01 PM"
LTC,Buy,0.03094325,$161.59,$5.00,$0.07,"Feb 6, 2021, 1:03:47 PM"
BTC,Buy,0.000248,"$40,322.58",$10.00,$0.14,"Feb 6, 2021, 1:05:13 PM"
BCH,Buy,0.01041495,$480.08,$5.00,$0.07,"Feb 6, 2021, 1:05:59 PM"
ETH,Buy,0.00297345,"$1,681.55",$5.00,$0.07,"Feb 6, 2021, 1:06:48 PM"
LTC,Buy,0.0329268,$151.85,$5.00,$0.07,"Feb 7, 2021, 1:03:33 PM"
BTC,Buy,0.0002551,"$39,200.31",$10.00,$0.14,"Feb 7, 2021, 1:04:53 PM"
BCH,Buy,0.0108445,$461.06,$5.00,$0.07,"Feb 7, 2021, 1:05:30 PM"
ETH,Buy,0.00307225,"$1,627.47",$5.00,$0.07,"Feb 7, 2021, 1:06:18 PM"
LTC,Buy,0.0325665,$153.53,$5.00,$0.07,"Feb 8, 2021, 1:03:44 PM"
BTC,Buy,0.0002523,"$39,635.35",$10.00,$0.14,"Feb 8, 2021, 1:05:15 PM"
BCH,Buy,0.01094835,$456.69,$5.00,$0.07,"Feb 8, 2021, 1:05:58 PM"
ETH,Buy,0.0029985,"$1,667.50",$5.00,$0.07,"Feb 8, 2021, 1:06:54 PM"
LTC,Buy,0.0296914,$168.40,$5.00,$0.07,"Feb 9, 2021, 5:03:37 PM"
BTC,Buy,0.0002127,"$47,014.57",$10.00,$0.14,"Feb 9, 2021, 5:05:03 PM"
BCH,Buy,0.0100743,$496.31,$5.00,$0.07,"Feb 9, 2021, 5:05:51 PM"
ETH,Buy,0.002842,"$1,759.32",$5.00,$0.07,"Feb 9, 2021, 5:06:46 PM"
LTC,Buy,0.0268229,$186.41,$5.00,$0.07,"Feb 10, 2021, 1:07:51 PM"
BTC,Buy,0.0002158,"$46,339.20",$10.00,$0.14,"Feb 10, 2021, 1:10:54 PM"
BCH,Buy,0.0096303,$519.19,$5.00,$0.07,"Feb 10, 2021, 1:12:17 PM"
ETH,Buy,0.0028296,"$1,767.03",$5.00,$0.07,"Feb 10, 2021, 1:14:02 PM"
LTC,Buy,0.0264142,$189.29,$5.00,$0.07,"Feb 11, 2021, 5:04:15 PM"
BTC,Buy,0.0002091,"$47,824.01",$10.00,$0.14,"Feb 11, 2021, 5:06:10 PM"
BCH,Buy,0.00944055,$529.63,$5.00,$0.07,"Feb 11, 2021, 5:07:09 PM"
ETH,Buy,0.0027657,"$1,807.86",$5.00,$0.07,"Feb 11, 2021, 5:08:19 PM"
LTC,Buy,0.0268503,$186.22,$5.00,$0.07,"Feb 12, 2021, 1:06:26 PM"
BTC,Buy,0.0002097,"$47,687.17",$10.00,$0.14,"Feb 12, 2021, 1:08:38 PM"
BCH,Buy,0.009259,$540.02,$5.00,$0.07,"Feb 12, 2021, 1:09:46 PM"
ETH,Buy,0.00281515,"$1,776.10",$5.00,$0.07,"Feb 12, 2021, 1:11:11 PM"
LTC,Buy,0.02544085,$196.53,$5.00,$0.07,"Feb 13, 2021, 1:05:46 PM"
BTC,Buy,0.0002138,"$46,772.68",$10.00,$0.14,"Feb 13, 2021, 1:08:06 PM"
BCH,Buy,0.0089476,$558.81,$5.00,$0.07,"Feb 13, 2021, 1:09:17 PM"
ETH,Buy,0.00278615,"$1,794.59",$5.00,$0.07,"Feb 13, 2021, 1:10:34 PM"
LTC,Buy,0.0224835,$222.39,$5.00,$0.07,"Feb 14, 2021, 1:05:30 PM"
BTC,Buy,0.0002033,"$49,188.39",$10.00,$0.14,"Feb 14, 2021, 1:07:46 PM"
BCH,Buy,0.00720555,$693.91,$5.00,$0.07,"Feb 14, 2021, 1:08:49 PM"
ETH,Buy,0.0027165,"$1,840.60",$5.00,$0.07,"Feb 14, 2021, 1:10:11 PM"
LTC,Buy,0.023951,$208.76,$5.00,$0.07,"Feb 15, 2021, 1:04:39 PM"
BTC,Buy,0.0002087,"$47,915.67",$10.00,$0.14,"Feb 15, 2021, 1:06:31 PM"
BCH,Buy,0.00693005,$721.50,$5.00,$0.07,"Feb 15, 2021, 1:07:20 PM"
ETH,Buy,0.0027944,"$1,789.29",$5.00,$0.07,"Feb 15, 2021, 1:08:27 PM"
LTC,Buy,0.02356625,$212.17,$5.00,$0.07,"Feb 16, 2021, 1:03:50 PM"
BTC,Buy,0.0002051,"$48,756.70",$10.00,$0.14,"Feb 16, 2021, 1:05:22 PM"
BCH,Buy,0.00705745,$708.47,$5.00,$0.07,"Feb 16, 2021, 1:06:07 PM"
ETH,Buy,0.0027996,"$1,785.97",$5.00,$0.07,"Feb 16, 2021, 1:07:04 PM"
LTC,Buy,0.0222831,$224.39,$5.00,$0.07,"Feb 17, 2021, 1:03:37 PM"
BTC,Buy,0.0001945,"$51,413.88",$10.00,$0.14,"Feb 17, 2021, 1:04:46 PM"
BCH,Buy,0.0069815,$716.18,$5.00,$0.07,"Feb 17, 2021, 1:05:20 PM"
ETH,Buy,0.00275935,"$1,812.02",$5.00,$0.07,"Feb 17, 2021, 1:05:59 PM"
LTC,Buy,0.02215955,$225.64,$5.00,$0.07,"Feb 18, 2021, 1:03:24 PM"
BTC,Buy,0.0001951,"$51,255.77",$10.00,$0.14,"Feb 18, 2021, 1:04:33 PM"
BCH,Buy,0.00712905,$701.36,$5.00,$0.07,"Feb 18, 2021, 1:05:05 PM"
ETH,Buy,0.0026372,"$1,895.95",$5.00,$0.07,"Feb 18, 2021, 1:05:47 PM"
LTC,Buy,0.0214528,$233.07,$5.00,$0.07,"Feb 19, 2021, 1:03:04 PM"
BTC,Buy,0.0001901,"$52,603.89",$10.00,$0.14,"Feb 19, 2021, 1:04:16 PM"
BCH,Buy,0.00691815,$722.74,$5.00,$0.07,"Feb 19, 2021, 1:04:47 PM"
ETH,Buy,0.00258965,"$1,930.76",$5.00,$0.07,"Feb 19, 2021, 1:05:31 PM"
LTC,Buy,0.0206214,$242.47,$5.00,$0.07,"Feb 20, 2021, 1:04:08 PM"
BTC,Buy,0.0001769,"$56,529.11",$10.00,$0.14,"Feb 20, 2021, 1:05:46 PM"
BCH,Buy,0.0068526,$729.65,$5.00,$0.07,"Feb 20, 2021, 1:06:36 PM"
ETH,Buy,0.0024813,"$2,015.07",$5.00,$0.07,"Feb 20, 2021, 1:07:36 PM"
LTC,Buy,0.0217925,$229.44,$5.00,$0.07,"Feb 21, 2021, 1:03:44 PM"
BTC,Buy,0.0001746,"$57,273.77",$10.00,$0.14,"Feb 21, 2021, 1:05:14 PM"
BCH,Buy,0.00717695,$696.67,$5.00,$0.07,"Feb 21, 2021, 1:05:55 PM"
ETH,Buy,0.002543,"$1,966.18",$5.00,$0.07,"Feb 21, 2021, 1:06:48 PM"
LTC,Buy,0.02397095,$208.59,$5.00,$0.07,"Feb 22, 2021, 1:03:52 PM"
BTC,Buy,0.0001844,"$54,229.93",$10.00,$0.14,"Feb 22, 2021, 1:05:23 PM"
BCH,Buy,0.0077011,$649.26,$5.00,$0.07,"Feb 22, 2021, 1:06:06 PM"
ETH,Buy,0.00281355,"$1,777.11",$5.00,$0.07,"Feb 22, 2021, 1:07:03 PM"
LTC,Buy,0.0293775,$170.20,$5.00,$0.07,"Feb 23, 2021, 1:03:26 PM"
BTC,Buy,0.000215,"$46,511.63",$10.00,$0.14,"Feb 23, 2021, 1:04:30 PM"
